ID Producto,ID Tienda,Fecha de Venta,Cantidad Vendida,Precio Unitario,Categoría de Producto,Ubicación de Tienda,Promoción o Descuento,Estacionalidad,Método de Pago,Nivel de Inventario
Producto_11,Tienda_3,2022-08-21,70,283.27,Deportes,Zona Norte,0,0,Crédito,5
Producto_18,Tienda_5,2023-02-08,6,171.25,Electrónica,Zona Norte,1,0,Tarjeta,200
Producto_16,Tienda_2,2023-11-07,77,497.7,Alimentos,Zona Norte,0,0,Tarjeta,50
Producto_44,Tienda_6,2022-05-02,97,67.62,Electrónica,Zona Norte,0,1,Crédito,20
Producto_9,Tienda_3,2023-02-02,58,425.22,Deportes,Zona Sur,1,1,Crédito,5
Producto_19,Tienda_10,2023-06-29,90,292.33,Alimentos,Zona Oeste,1,1,Tarjeta,10
Producto_32,Tienda_7,2023-01-28,45,122.83,Ropa,Zona Oeste,0,1,Efectivo,10
Producto_30,Tienda_6,2022-09-19,1,54.79,Alimentos,Zona Norte,0,1,Tarjeta,300
Producto_27,Tienda_2,2023-10-04,90,483.44,Electrónica,Zona Oeste,1,1,Efectivo,300
Producto_19,Tienda_1,2022-06-16,16,407.35,Deportes,Zona Norte,0,0,Tarjeta,20
Producto_25,Tienda_4,2023-03-16,9,73.11,Deportes,Zona Norte,0,1,Efectivo,10
Producto_26,Tienda_5,2023-01-02,38,460.41,Hogar,Zona Oeste,1,0,Tarjeta,5
Producto_43,Tienda_5,2022-08-14,49,45.67,Deportes,Zona Oeste,0,0,Tarjeta,200
Producto_25,Tienda_1,2023-10-22,83,210.55,Ropa,Zona Oeste,0,0,Tarjeta,5
Producto_49,Tienda_6,2023-09-01,45,234.66,Alimentos,Zona Norte,0,1,Efectivo,200
Producto_49,Tienda_3,2023-09-18,10,102.64,Electrónica,Zona Norte,1,0,Efectivo,300
Producto_26,Tienda_9,2022-05-10,38,321.0,Juguetes,Zona Norte,0,0,Efectivo,100
Producto_47,Tienda_1,2022-02-13,19,437.88,Alimentos,Zona Sur,0,1,Tarjeta,5
Producto_11,Tienda_7,2023-04-03,7,202.18,Juguetes,Zona Oeste,0,1,Efectivo,200
Producto_24,Tienda_6,2023-01-11,34,289.43,Juguetes,Zona Este,1,0,Tarjeta,30
Producto_14,Tienda_1,2023-03-07,40,265.78,Juguetes,Zona Oeste,0,0,Efectivo,50
Producto_11,Tienda_9,2023-01-02,26,24.66,Hogar,Zona Oeste,0,1,Crédito,50
Producto_16,Tienda_6,2023-03-23,30,125.92,Deportes,Zona Norte,0,1,Tarjeta,50
Producto_47,Tienda_5,2022-05-26,73,113.91,Juguetes,Zona Sur,0,1,Tarjeta,500
Producto_24,Tienda_9,2022-05-24,13,181.9,Electrónica,Zona Este,1,1,Efectivo,100
Producto_20,Tienda_2,2023-03-12,100,280.07,Alimentos,Zona Norte,0,0,Efectivo,200
Producto_1,Tienda_9,2022-03-14,89,322.42,Deportes,Zona Oeste,0,0,Crédito,5
Producto_49,Tienda_1,2023-03-12,39,470.96,Ropa,Zona Este,1,1,Efectivo,50
Producto_15,Tienda_10,2023-12-26,64,130.3,Alimentos,Zona Oeste,1,1,Crédito,30
Producto_8,Tienda_6,2023-01-31,24,408.71,Deportes,Zona Oeste,1,1,Efectivo,30
Producto_31,Tienda_4,2023-09-24,52,343.74,Alimentos,Zona Sur,0,1,Crédito,100
Producto_11,Tienda_3,2023-10-26,92,181.92,Electrónica,Zona Norte,0,1,Efectivo,50
Producto_31,Tienda_2,2022-04-01,27,110.5,Ropa,Zona Oeste,0,0,Efectivo,30
Producto_1,Tienda_3,2023-05-27,86,459.73,Hogar,Zona Sur,1,1,Tarjeta,300
Producto_48,Tienda_7,2023-01-26,37,121.67,Hogar,Zona Oeste,1,0,Tarjeta,20
Producto_41,Tienda_10,2023-09-03,26,59.88,Alimentos,Zona Sur,1,1,Tarjeta,300
Producto_42,Tienda_10,2022-11-19,86,23.73,Electrónica,Zona Sur,1,0,Efectivo,10
Producto_20,Tienda_1,2022-12-16,66,101.89,Ropa,Zona Este,0,0,Tarjeta,10
Producto_48,Tienda_6,2022-12-08,89,206.55,Hogar,Zona Sur,0,1,Tarjeta,10
Producto_10,Tienda_6,2022-09-01,17,54.88,Deportes,Zona Sur,0,0,Crédito,200
Producto_27,Tienda_10,2022-09-19,38,285.79,Juguetes,Zona Sur,0,0,Efectivo,5
Producto_5,Tienda_2,2023-01-19,46,97.13,Electrónica,Zona Oeste,1,1,Efectivo,20
Producto_10,Tienda_9,2022-04-15,21,42.87,Deportes,Zona Sur,0,1,Crédito,10
Producto_16,Tienda_6,2023-04-04,71,436.95,Deportes,Zona Norte,0,0,Crédito,20
Producto_12,Tienda_1,2022-09-05,46,29.0,Juguetes,Zona Oeste,0,1,Crédito,5
Producto_40,Tienda_1,2023-09-30,78,223.87,Juguetes,Zona Sur,0,0,Tarjeta,100
Producto_43,Tienda_6,2023-08-06,44,233.39,Ropa,Zona Este,0,1,Tarjeta,100
Producto_12,Tienda_4,2023-09-10,92,78.3,Deportes,Zona Oeste,0,0,Efectivo,5
Producto_3,Tienda_4,2023-02-17,32,296.49,Alimentos,Zona Sur,1,1,Crédito,200
Producto_36,Tienda_3,2023-03-18,37,73.23,Hogar,Zona Este,0,0,Tarjeta,50
Producto_7,Tienda_5,2023-02-05,55,113.98,Deportes,Zona Este,1,1,Efectivo,100
Producto_7,Tienda_1,2022-06-24,78,457.24,Alimentos,Zona Oeste,0,0,Tarjeta,100
Producto_4,Tienda_7,2022-07-19,95,85.65,Deportes,Zona Norte,0,1,Crédito,20
Producto_42,Tienda_7,2022-11-02,76,140.89,Alimentos,Zona Norte,1,1,Efectivo,5
Producto_33,Tienda_3,2023-02-24,52,469.11,Deportes,Zona Sur,1,0,Tarjeta,300
Producto_33,Tienda_7,2023-01-11,60,260.98,Juguetes,Zona Sur,0,1,Efectivo,500
Producto_33,Tienda_6,2023-12-17,54,259.36,Alimentos,Zona Oeste,1,0,Crédito,20
Producto_47,Tienda_1,2022-02-06,38,353.6,Juguetes,Zona Este,1,0,Efectivo,200
Producto_26,Tienda_2,2022-06-06,39,429.11,Alimentos,Zona Oeste,1,1,Tarjeta,10
Producto_18,Tienda_10,2022-10-08,14,398.65,Juguetes,Zona Este,0,1,Crédito,5
Producto_7,Tienda_7,2022-08-06,98,382.66,Ropa,Zona Norte,0,0,Tarjeta,500
Producto_14,Tienda_9,2022-10-12,20,484.68,Juguetes,Zona Norte,1,0,Crédito,50
Producto_43,Tienda_5,2023-11-22,29,111.4,Electrónica,Zona Norte,0,0,Efectivo,30
Producto_44,Tienda_5,2022-06-28,6,426.2,Deportes,Zona Este,1,1,Tarjeta,500
Producto_26,Tienda_3,2022-01-13,33,281.89,Juguetes,Zona Norte,1,0,Tarjeta,30
Producto_39,Tienda_5,2023-04-19,14,476.46,Electrónica,Zona Oeste,0,0,Tarjeta,30
Producto_39,Tienda_6,2023-01-18,40,48.67,Alimentos,Zona Norte,0,0,Efectivo,300
Producto_38,Tienda_9,2023-09-27,9,108.52,Ropa,Zona Este,1,1,Efectivo,300
Producto_6,Tienda_4,2023-04-18,13,240.77,Deportes,Zona Este,1,0,Tarjeta,5
Producto_6,Tienda_6,2023-09-21,96,43.61,Hogar,Zona Sur,1,1,Efectivo,5
Producto_7,Tienda_7,2022-05-24,47,487.5,Deportes,Zona Norte,1,0,Efectivo,500
Producto_41,Tienda_1,2022-01-10,62,52.23,Ropa,Zona Norte,1,0,Tarjeta,10
Producto_49,Tienda_1,2023-08-03,2,206.52,Alimentos,Zona Sur,1,0,Crédito,100
Producto_30,Tienda_4,2022-05-08,97,209.5,Juguetes,Zona Norte,1,1,Crédito,500
Producto_44,Tienda_6,2022-02-03,70,421.49,Deportes,Zona Este,0,1,Crédito,300
Producto_29,Tienda_8,2022-07-06,45,427.08,Hogar,Zona Sur,1,1,Crédito,10
Producto_47,Tienda_7,2022-06-27,88,80.35,Alimentos,Zona Este,0,1,Efectivo,100
Producto_37,Tienda_9,2022-07-13,91,86.58,Hogar,Zona Oeste,0,1,Efectivo,10
Producto_32,Tienda_10,2022-03-29,18,276.0,Electrónica,Zona Norte,0,0,Tarjeta,500
Producto_45,Tienda_9,2022-10-06,71,364.04,Ropa,Zona Norte,0,1,Crédito,500
Producto_37,Tienda_10,2023-01-11,60,330.34,Juguetes,Zona Norte,0,1,Efectivo,30
Producto_25,Tienda_10,2023-07-09,45,238.59,Hogar,Zona Sur,1,0,Crédito,10
Producto_11,Tienda_2,2022-09-19,17,361.37,Electrónica,Zona Este,0,1,Efectivo,500
Producto_41,Tienda_6,2022-10-15,18,185.33,Deportes,Zona Este,1,1,Crédito,20
Producto_29,Tienda_2,2022-06-28,55,387.74,Deportes,Zona Norte,0,1,Tarjeta,10
Producto_28,Tienda_4,2023-10-16,38,201.14,Electrónica,Zona Sur,0,0,Tarjeta,100
Producto_40,Tienda_7,2022-06-07,94,41.94,Electrónica,Zona Este,0,0,Crédito,20
Producto_4,Tienda_6,2022-09-14,2,44.09,Alimentos,Zona Sur,0,1,Crédito,5
Producto_6,Tienda_3,2023-12-13,52,193.79,Ropa,Zona Norte,0,0,Efectivo,500
Producto_20,Tienda_3,2022-06-24,35,159.29,Alimentos,Zona Norte,1,0,Tarjeta,20
Producto_40,Tienda_6,2023-01-10,100,310.63,Juguetes,Zona Oeste,1,0,Crédito,300
Producto_38,Tienda_1,2023-11-18,88,367.03,Ropa,Zona Oeste,0,0,Crédito,50
Producto_15,Tienda_4,2023-07-11,5,333.3,Juguetes,Zona Norte,1,1,Tarjeta,50
Producto_18,Tienda_10,2023-08-27,34,13.77,Ropa,Zona Norte,0,0,Tarjeta,500
Producto_14,Tienda_1,2022-02-18,89,282.81,Alimentos,Zona Este,0,0,Tarjeta,5
Producto_17,Tienda_9,2022-05-21,46,314.37,Electrónica,Zona Sur,1,1,Tarjeta,5
Producto_40,Tienda_8,2023-06-12,90,163.17,Hogar,Zona Oeste,1,0,Crédito,30
Producto_18,Tienda_4,2023-10-28,28,143.71,Hogar,Zona Oeste,1,0,Crédito,500
Producto_1,Tienda_7,2023-12-13,48,275.29,Hogar,Zona Norte,1,1,Crédito,200
Producto_18,Tienda_4,2022-11-07,57,131.12,Alimentos,Zona Norte,0,0,Crédito,100
Producto_20,Tienda_8,2023-01-22,11,166.53,Deportes,Zona Norte,0,0,Tarjeta,100
Producto_20,Tienda_4,2022-07-09,19,387.51,Hogar,Zona Oeste,0,0,Efectivo,200
Producto_32,Tienda_5,2023-09-30,68,62.48,Deportes,Zona Sur,0,1,Efectivo,300
Producto_40,Tienda_9,2023-11-03,66,297.8,Juguetes,Zona Sur,0,1,Tarjeta,500
Producto_46,Tienda_4,2022-03-21,16,150.25,Electrónica,Zona Norte,1,1,Crédito,300
Producto_35,Tienda_3,2023-04-13,98,105.12,Juguetes,Zona Este,1,1,Crédito,5
Producto_2,Tienda_8,2023-04-13,70,191.85,Juguetes,Zona Oeste,1,0,Tarjeta,200
Producto_32,Tienda_1,2022-09-18,88,399.18,Electrónica,Zona Este,0,0,Crédito,50
Producto_34,Tienda_7,2023-04-05,52,99.67,Electrónica,Zona Sur,1,1,Efectivo,20
Producto_10,Tienda_10,2022-02-19,15,40.56,Juguetes,Zona Oeste,0,0,Efectivo,50
Producto_25,Tienda_8,2023-01-04,43,59.38,Ropa,Zona Sur,1,0,Tarjeta,300
Producto_26,Tienda_8,2023-12-08,12,422.43,Hogar,Zona Norte,1,0,Efectivo,20
Producto_23,Tienda_9,2022-07-01,22,394.67,Alimentos,Zona Norte,0,0,Efectivo,200
Producto_38,Tienda_9,2023-04-30,69,197.2,Electrónica,Zona Norte,0,1,Crédito,300
Producto_18,Tienda_2,2022-08-22,99,117.78,Hogar,Zona Este,0,1,Crédito,50
Producto_2,Tienda_7,2022-11-03,23,62.74,Juguetes,Zona Oeste,0,0,Tarjeta,50
Producto_45,Tienda_2,2022-03-16,60,402.33,Alimentos,Zona Este,1,0,Tarjeta,5
Producto_7,Tienda_1,2022-11-11,67,257.08,Alimentos,Zona Oeste,1,0,Efectivo,5
Producto_38,Tienda_7,2023-05-30,7,451.8,Juguetes,Zona Oeste,0,0,Efectivo,200
Producto_29,Tienda_3,2023-06-23,9,263.23,Ropa,Zona Sur,1,1,Tarjeta,5
Producto_36,Tienda_7,2022-07-31,72,459.43,Alimentos,Zona Este,0,0,Efectivo,30
Producto_10,Tienda_8,2022-11-30,98,194.73,Juguetes,Zona Sur,1,0,Crédito,100
Producto_19,Tienda_7,2023-03-27,79,36.88,Juguetes,Zona Este,0,0,Crédito,100
Producto_38,Tienda_9,2023-08-30,22,480.65,Alimentos,Zona Sur,0,0,Efectivo,30
Producto_8,Tienda_3,2023-10-23,46,77.13,Electrónica,Zona Este,1,1,Tarjeta,10
Producto_20,Tienda_4,2023-10-16,78,138.9,Hogar,Zona Este,0,0,Efectivo,50
Producto_44,Tienda_8,2023-03-16,56,414.07,Ropa,Zona Sur,0,1,Crédito,300
Producto_40,Tienda_5,2023-10-18,23,86.72,Hogar,Zona Sur,0,0,Efectivo,500
Producto_33,Tienda_6,2022-05-13,2,58.06,Deportes,Zona Norte,1,0,Tarjeta,5
Producto_37,Tienda_3,2023-11-26,55,333.65,Hogar,Zona Oeste,0,1,Crédito,50
Producto_32,Tienda_9,2023-04-13,24,59.65,Deportes,Zona Norte,1,1,Crédito,300
Producto_32,Tienda_1,2023-12-01,64,254.38,Hogar,Zona Oeste,0,0,Efectivo,10
Producto_42,Tienda_9,2022-02-02,89,16.31,Juguetes,Zona Oeste,1,1,Crédito,500
Producto_34,Tienda_1,2022-02-28,23,440.05,Juguetes,Zona Sur,1,0,Efectivo,10
Producto_36,Tienda_8,2023-01-05,36,19.31,Electrónica,Zona Sur,1,1,Tarjeta,300
Producto_12,Tienda_2,2022-06-01,34,341.91,Juguetes,Zona Este,0,0,Tarjeta,200
Producto_41,Tienda_3,2023-03-09,65,39.02,Ropa,Zona Norte,1,0,Tarjeta,100
Producto_22,Tienda_5,2022-01-20,27,55.0,Deportes,Zona Oeste,0,1,Crédito,10
Producto_37,Tienda_9,2023-04-15,89,58.36,Deportes,Zona Sur,1,0,Tarjeta,10
Producto_49,Tienda_3,2022-03-10,64,157.1,Electrónica,Zona Oeste,0,1,Crédito,5
Producto_17,Tienda_3,2022-10-15,77,49.51,Alimentos,Zona Sur,0,0,Tarjeta,20
Producto_23,Tienda_8,2022-10-03,4,440.83,Hogar,Zona Este,0,0,Crédito,500
Producto_48,Tienda_4,2023-10-02,20,112.85,Hogar,Zona Este,1,1,Tarjeta,10
Producto_38,Tienda_1,2022-04-26,64,240.25,Deportes,Zona Sur,0,1,Tarjeta,200
Producto_3,Tienda_7,2023-10-30,31,77.07,Ropa,Zona Norte,1,1,Efectivo,5
Producto_14,Tienda_2,2022-10-21,39,123.79,Hogar,Zona Este,0,1,Efectivo,200
Producto_17,Tienda_9,2022-09-13,79,69.68,Juguetes,Zona Este,1,1,Efectivo,20
Producto_33,Tienda_3,2022-10-31,23,469.09,Hogar,Zona Sur,1,0,Efectivo,5
Producto_5,Tienda_4,2022-04-04,100,474.46,Deportes,Zona Norte,1,1,Crédito,100
Producto_40,Tienda_1,2022-06-07,97,256.92,Ropa,Zona Norte,1,1,Efectivo,5
Producto_22,Tienda_4,2023-08-02,60,473.89,Alimentos,Zona Oeste,0,0,Efectivo,500
Producto_6,Tienda_5,2022-08-17,84,399.15,Electrónica,Zona Este,0,1,Tarjeta,100
Producto_31,Tienda_2,2022-08-17,73,375.1,Hogar,Zona Sur,1,0,Crédito,20
Producto_32,Tienda_10,2023-05-07,2,73.28,Alimentos,Zona Sur,0,0,Tarjeta,300
Producto_44,Tienda_2,2023-06-03,31,67.59,Electrónica,Zona Norte,1,0,Efectivo,5
Producto_37,Tienda_10,2023-08-17,36,302.31,Juguetes,Zona Este,1,1,Efectivo,10
Producto_6,Tienda_5,2022-01-02,86,327.93,Alimentos,Zona Sur,1,1,Crédito,200
Producto_17,Tienda_9,2023-11-29,85,82.57,Electrónica,Zona Oeste,0,0,Efectivo,20
Producto_14,Tienda_5,2023-03-12,85,486.58,Ropa,Zona Sur,1,1,Crédito,200
Producto_35,Tienda_6,2022-07-14,39,76.95,Juguetes,Zona Sur,0,1,Crédito,10
Producto_16,Tienda_4,2022-10-19,83,57.38,Hogar,Zona Este,1,1,Efectivo,200
Producto_23,Tienda_1,2022-01-30,16,398.91,Juguetes,Zona Oeste,1,1,Crédito,300
Producto_32,Tienda_9,2022-03-30,39,350.59,Ropa,Zona Oeste,1,1,Efectivo,10
Producto_42,Tienda_1,2022-08-26,69,410.82,Deportes,Zona Sur,1,1,Crédito,10
Producto_33,Tienda_3,2023-06-08,62,359.12,Alimentos,Zona Oeste,1,1,Efectivo,30
Producto_28,Tienda_7,2022-07-03,72,299.46,Ropa,Zona Norte,0,1,Tarjeta,100
Producto_24,Tienda_6,2023-01-31,92,283.28,Hogar,Zona Oeste,1,1,Efectivo,5
Producto_45,Tienda_5,2023-05-30,53,54.03,Ropa,Zona Oeste,0,0,Efectivo,200
Producto_37,Tienda_3,2022-08-12,34,498.62,Deportes,Zona Oeste,0,1,Tarjeta,200
Producto_43,Tienda_2,2022-09-13,12,46.61,Deportes,Zona Sur,1,1,Efectivo,10
Producto_27,Tienda_2,2023-10-03,13,86.68,Hogar,Zona Sur,1,1,Efectivo,100
Producto_25,Tienda_10,2022-12-15,62,441.34,Alimentos,Zona Oeste,1,1,Efectivo,30
Producto_3,Tienda_7,2022-12-06,97,475.61,Deportes,Zona Norte,1,0,Crédito,20
Producto_44,Tienda_8,2022-07-28,6,392.91,Deportes,Zona Norte,0,1,Tarjeta,5
Producto_32,Tienda_7,2023-01-28,99,137.0,Deportes,Zona Norte,1,0,Efectivo,5
Producto_25,Tienda_5,2023-04-16,21,438.75,Deportes,Zona Norte,1,0,Crédito,50
Producto_42,Tienda_5,2023-08-13,29,320.99,Deportes,Zona Este,1,0,Crédito,10
Producto_2,Tienda_4,2023-05-18,8,285.4,Ropa,Zona Norte,1,1,Crédito,300
Producto_19,Tienda_6,2022-01-18,55,364.58,Juguetes,Zona Oeste,0,0,Crédito,100
Producto_25,Tienda_8,2022-02-13,59,116.48,Alimentos,Zona Norte,0,0,Crédito,500
Producto_29,Tienda_6,2023-01-13,51,366.04,Hogar,Zona Oeste,0,1,Crédito,50
Producto_40,Tienda_5,2022-04-23,27,481.54,Hogar,Zona Sur,0,0,Tarjeta,5
Producto_11,Tienda_7,2023-04-09,14,114.85,Juguetes,Zona Este,1,0,Efectivo,100
Producto_1,Tienda_5,2023-03-26,33,495.64,Deportes,Zona Este,1,0,Efectivo,20
Producto_26,Tienda_1,2023-10-15,85,384.55,Ropa,Zona Norte,1,1,Tarjeta,500
Producto_8,Tienda_3,2022-05-14,28,108.9,Electrónica,Zona Este,0,1,Tarjeta,300
Producto_20,Tienda_4,2022-10-29,11,295.91,Deportes,Zona Sur,1,1,Efectivo,50
Producto_11,Tienda_2,2023-08-22,81,454.58,Alimentos,Zona Norte,0,1,Tarjeta,20
Producto_15,Tienda_6,2022-06-13,60,73.97,Deportes,Zona Oeste,0,1,Efectivo,200
Producto_41,Tienda_9,2022-08-16,44,120.41,Deportes,Zona Norte,1,0,Crédito,20
Producto_10,Tienda_10,2023-10-23,65,215.82,Electrónica,Zona Oeste,1,1,Crédito,200
Producto_29,Tienda_6,2022-08-08,2,412.72,Juguetes,Zona Este,1,1,Crédito,20
Producto_12,Tienda_1,2022-06-21,76,41.47,Electrónica,Zona Norte,0,1,Efectivo,30
Producto_6,Tienda_9,2023-07-11,82,462.91,Juguetes,Zona Este,1,0,Crédito,20
Producto_42,Tienda_5,2022-12-06,78,69.03,Alimentos,Zona Sur,1,1,Efectivo,30
Producto_14,Tienda_3,2022-08-10,18,70.84,Electrónica,Zona Oeste,0,0,Tarjeta,10
Producto_50,Tienda_8,2023-09-07,83,327.38,Juguetes,Zona Oeste,1,0,Efectivo,5
Producto_34,Tienda_5,2023-03-28,59,46.08,Electrónica,Zona Este,0,0,Tarjeta,10
Producto_10,Tienda_3,2022-12-01,78,317.97,Hogar,Zona Sur,0,0,Crédito,30
Producto_1,Tienda_2,2023-05-16,2,246.3,Ropa,Zona Sur,0,1,Tarjeta,50
Producto_12,Tienda_6,2023-02-22,29,167.51,Hogar,Zona Norte,0,0,Crédito,5
Producto_36,Tienda_6,2023-06-09,40,387.33,Juguetes,Zona Sur,0,0,Tarjeta,20
Producto_4,Tienda_3,2023-07-27,31,312.04,Juguetes,Zona Sur,0,0,Tarjeta,300
Producto_20,Tienda_10,2022-01-13,15,390.28,Electrónica,Zona Sur,1,1,Crédito,20
Producto_42,Tienda_6,2023-03-23,36,140.59,Alimentos,Zona Norte,1,0,Tarjeta,200
Producto_31,Tienda_5,2023-05-26,43,73.33,Juguetes,Zona Norte,1,0,Tarjeta,500
Producto_10,Tienda_4,2023-02-04,7,353.4,Ropa,Zona Este,1,1,Efectivo,500
Producto_14,Tienda_9,2023-05-23,24,12.24,Alimentos,Zona Norte,0,0,Crédito,10
Producto_39,Tienda_5,2022-02-17,92,184.21,Electrónica,Zona Oeste,1,1,Tarjeta,20
Producto_18,Tienda_7,2023-05-12,75,227.85,Hogar,Zona Norte,0,1,Crédito,10
Producto_12,Tienda_10,2022-11-10,18,178.19,Electrónica,Zona Este,1,1,Tarjeta,20
Producto_18,Tienda_6,2023-01-23,91,395.83,Deportes,Zona Oeste,1,1,Crédito,300
Producto_30,Tienda_7,2022-10-19,85,107.85,Ropa,Zona Este,0,1,Tarjeta,20
Producto_16,Tienda_2,2022-07-17,10,409.64,Deportes,Zona Norte,0,0,Efectivo,50
Producto_10,Tienda_2,2022-08-06,34,461.46,Electrónica,Zona Sur,0,1,Tarjeta,10
Producto_20,Tienda_2,2022-03-18,19,45.07,Alimentos,Zona Sur,0,1,Efectivo,50
Producto_50,Tienda_6,2023-09-03,16,179.72,Ropa,Zona Oeste,1,0,Tarjeta,100
Producto_45,Tienda_1,2023-02-16,96,292.0,Juguetes,Zona Sur,0,0,Tarjeta,100
Producto_1,Tienda_5,2022-02-26,41,388.6,Ropa,Zona Oeste,0,1,Tarjeta,100
Producto_21,Tienda_10,2023-09-03,57,353.49,Deportes,Zona Este,0,1,Crédito,10
Producto_41,Tienda_5,2022-08-13,36,341.14,Hogar,Zona Sur,0,1,Efectivo,20
Producto_35,Tienda_2,2023-08-02,52,380.03,Juguetes,Zona Este,0,0,Tarjeta,5
Producto_43,Tienda_10,2022-01-08,64,362.82,Hogar,Zona Sur,1,0,Efectivo,100
Producto_30,Tienda_10,2022-07-09,65,111.21,Hogar,Zona Sur,1,1,Efectivo,10
Producto_28,Tienda_9,2022-07-02,47,484.79,Electrónica,Zona Norte,0,1,Efectivo,100
Producto_22,Tienda_6,2023-04-29,90,451.07,Juguetes,Zona Norte,1,1,Crédito,30
Producto_28,Tienda_1,2023-10-23,49,167.38,Alimentos,Zona Norte,0,1,Tarjeta,300
Producto_7,Tienda_1,2022-11-05,29,377.1,Deportes,Zona Norte,0,1,Crédito,500
Producto_16,Tienda_10,2023-03-15,60,302.77,Alimentos,Zona Sur,0,1,Efectivo,100
Producto_27,Tienda_4,2023-06-20,61,97.36,Ropa,Zona Norte,1,1,Tarjeta,300
Producto_15,Tienda_1,2023-12-07,68,423.81,Hogar,Zona Norte,1,1,Tarjeta,50
Producto_39,Tienda_8,2023-01-17,31,250.3,Electrónica,Zona Sur,1,0,Efectivo,50
Producto_20,Tienda_6,2023-09-04,79,215.14,Deportes,Zona Oeste,1,0,Tarjeta,10
Producto_46,Tienda_5,2022-12-16,39,113.08,Electrónica,Zona Norte,1,0,Tarjeta,5
Producto_46,Tienda_7,2023-01-29,37,110.81,Juguetes,Zona Oeste,1,1,Tarjeta,50
Producto_31,Tienda_8,2023-03-31,27,252.83,Hogar,Zona Oeste,0,1,Crédito,20
Producto_11,Tienda_10,2022-08-19,81,368.33,Ropa,Zona Oeste,1,0,Crédito,10
Producto_22,Tienda_9,2022-05-26,74,22.25,Ropa,Zona Norte,1,0,Efectivo,10
Producto_31,Tienda_9,2022-07-24,34,380.76,Hogar,Zona Sur,0,0,Crédito,100
Producto_11,Tienda_2,2022-06-05,3,202.23,Hogar,Zona Oeste,0,1,Crédito,200
Producto_15,Tienda_9,2023-10-03,41,78.34,Alimentos,Zona Este,0,1,Crédito,100
Producto_22,Tienda_2,2022-07-23,73,233.36,Juguetes,Zona Oeste,1,0,Crédito,200
Producto_19,Tienda_10,2023-01-08,1,154.76,Alimentos,Zona Sur,0,0,Crédito,300
Producto_35,Tienda_7,2023-10-26,38,70.35,Electrónica,Zona Este,0,1,Crédito,500
Producto_30,Tienda_8,2022-01-27,8,87.33,Ropa,Zona Sur,1,1,Tarjeta,30
Producto_23,Tienda_8,2022-11-02,28,467.24,Ropa,Zona Este,0,0,Efectivo,10
Producto_27,Tienda_5,2022-05-16,52,307.16,Electrónica,Zona Sur,0,1,Crédito,100
Producto_35,Tienda_9,2022-02-16,59,277.87,Alimentos,Zona Sur,1,1,Crédito,10
Producto_25,Tienda_5,2022-09-22,32,177.61,Hogar,Zona Este,1,1,Efectivo,30
Producto_24,Tienda_7,2022-07-09,78,54.28,Deportes,Zona Oeste,1,0,Efectivo,200
Producto_12,Tienda_9,2022-03-30,33,424.23,Deportes,Zona Norte,1,1,Tarjeta,5
Producto_14,Tienda_10,2022-10-31,3,97.69,Electrónica,Zona Norte,0,1,Efectivo,30
Producto_27,Tienda_5,2023-12-15,37,374.58,Alimentos,Zona Oeste,1,0,Efectivo,100
Producto_5,Tienda_1,2023-01-14,13,228.16,Hogar,Zona Norte,0,1,Tarjeta,10
Producto_34,Tienda_3,2022-08-02,2,166.54,Deportes,Zona Norte,1,0,Crédito,50
Producto_25,Tienda_4,2022-09-29,27,188.78,Alimentos,Zona Sur,0,0,Crédito,500
Producto_47,Tienda_6,2023-06-05,41,219.63,Ropa,Zona Este,0,1,Crédito,100
Producto_12,Tienda_7,2023-03-03,64,497.52,Ropa,Zona Norte,1,1,Tarjeta,300
Producto_23,Tienda_3,2022-05-31,58,113.28,Ropa,Zona Este,0,0,Tarjeta,50
Producto_5,Tienda_10,2023-04-04,10,240.69,Ropa,Zona Sur,1,1,Tarjeta,10
Producto_1,Tienda_8,2022-09-03,33,390.43,Juguetes,Zona Este,0,0,Tarjeta,30
Producto_49,Tienda_2,2022-11-14,23,127.38,Alimentos,Zona Sur,1,1,Efectivo,10
Producto_11,Tienda_6,2023-12-06,69,190.38,Alimentos,Zona Sur,0,1,Efectivo,200
Producto_23,Tienda_2,2022-11-12,12,113.82,Juguetes,Zona Sur,1,0,Crédito,10
Producto_50,Tienda_4,2023-04-29,54,349.78,Ropa,Zona Sur,0,0,Tarjeta,300
Producto_14,Tienda_2,2023-12-21,80,58.04,Ropa,Zona Este,0,1,Crédito,5
Producto_17,Tienda_2,2022-12-26,19,102.01,Juguetes,Zona Oeste,0,1,Tarjeta,500
Producto_13,Tienda_2,2022-09-25,59,275.83,Deportes,Zona Sur,1,1,Crédito,20
Producto_16,Tienda_9,2023-11-19,73,362.06,Deportes,Zona Sur,0,1,Tarjeta,200
Producto_23,Tienda_8,2022-11-09,30,59.95,Juguetes,Zona Este,1,1,Efectivo,20
Producto_49,Tienda_4,2023-05-08,2,460.96,Alimentos,Zona Sur,1,1,Efectivo,50
Producto_4,Tienda_4,2022-10-21,47,438.23,Alimentos,Zona Este,0,0,Crédito,30
Producto_45,Tienda_6,2023-12-30,16,199.7,Hogar,Zona Este,1,1,Efectivo,50
Producto_41,Tienda_7,2022-08-13,75,227.19,Electrónica,Zona Sur,0,1,Crédito,200
Producto_20,Tienda_8,2023-03-14,4,108.53,Ropa,Zona Este,1,1,Efectivo,20
